Participant,Finished,cluster,question,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9
145,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
146,False,0,Department,Pedagogical Sciences,NA,NA,NA,NA,NA,NA,NA,NA
146,False,0,Position,Full Professor,NA,NA,NA,NA,NA,NA,NA,NA
146,False,1,"In your opinion, how important is Open Access for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
146,False,1,What is your experience with Open Access?,I have extensive experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
146,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,NA,NA,NA,NA,NA
146,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
146,False,2,"What is your experience with using open data, materials, and/or code developed by others?","I have some experience with open data, materials, and/or code developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
146,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I regularly share open data, materials, and/or code",NA,NA,NA,NA,NA,NA,NA,NA
146,False,2,Are you familiar with the FAIR principles for data and code?,"I have some experience with the FAIR principles, but do not follow them regularly",NA,NA,NA,NA,NA,NA,NA,NA
146,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?","Sharing data, materials, and/or code could result in others asking me to provide assistance for their research",NA,NA,NA,NA,NA,NA,NA,NA
146,False,3,"In your opinion, how important is preregistration for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
146,False,3,What is your experience with study preregistration?,I regularly preregister my studies,NA,NA,NA,NA,NA,NA,NA,NA
146,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA
146,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
147,False,0,Department,Pedagogical Sciences,NA,NA,NA,NA,NA,NA,NA,NA
147,False,0,Position,Postdoc or researcher,NA,NA,NA,NA,NA,NA,NA,NA
147,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
148,False,0,Department,Psychology,NA,NA,NA,NA,NA,NA,NA,NA
148,False,0,Position,Full Professor,NA,NA,NA,NA,NA,NA,NA,NA
148,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,0,School,"Erasmus School of History, Culture and Communication (ESHCC)",NA,NA,NA,NA,NA,NA,NA,NA
149,False,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,0,Position,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
150,False,0,Department,Sociology,NA,NA,NA,NA,NA,NA,NA,NA
150,False,0,Position,PhD candidate,NA,NA,NA,NA,NA,NA,NA,NA
150,False,1,"In your opinion, how important is Open Access for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
150,False,1,What is your experience with Open Access?,I have extensive experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
150,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
150,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
151,False,0,Department,Psychology,NA,NA,NA,NA,NA,NA,NA,NA
151,False,0,Position,Full Professor,NA,NA,NA,NA,NA,NA,NA,NA
151,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
152,False,0,Department,Pedagogical Sciences,NA,NA,NA,NA,NA,NA,NA,NA
152,False,0,Position,PhD candidate,NA,NA,NA,NA,NA,NA,NA,NA
152,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,3,What is your experience with study preregistration?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,4,"In your opinion, how important are open educational resources for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,4,What is your experience with using open educational resources developed by others?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,4,What is your experience with openly sharing educational resources that you developed?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,5,"In your opinion, how important is to have an open dialogue with society in your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,5,What is your experience engaging with society?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,6,Do you expect EUR to support you in learning open science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,False,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
153,False,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,0,Position,PhD candidate,NA,NA,NA,NA,NA,NA,NA,NA
153,False,1,"In your opinion, how important is Open Access for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,1,What is your experience with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,2,"In your opinion, how important are open data, materials, and/or code for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,2,"What is your experience with using open data, materials, and/or code developed by others?",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,2,Are you familiar with the FAIR principles for data and code?,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,False,3,"In your opinion, how important is preregistration for your work?",NA,NA,NA,NA,NA,NA,NA,NA,NA
